Name_Description	GTEX-1117F-0226-SM-5GZZ7	GTEX-1117F-0426-SM-5EGHI	GTEX-1117F-0526-SM-5EGHJ
ENSG00000205414.1_RP11-401P9.6	10	0	20
ENSG00000260249.2_RP11-401P9.5	5	27	43
ENSG00000167208.14_SNX20	94	10	61
ENSG00000167207.11_NOD2	267	39	196
ENSG00000270120.1_RP11-327F22.6	13	0	7
ENSG00000261644.2_RP11-327F22.1	81	16	52
ENSG00000083799.17_CYLD	2792	2779	3723
ENSG00000264947.1_MIR3181	0	0	0
ENSG00000260616.6_RP11-327F22.4	6	0	4
ENSG00000261703.1_LINC02168	0	0	0
ENSG00000260042.1_CTD-2034I21.1	0	0	1
ENSG00000199771.1_RNA5SP426	0	0	0
ENSG00000263082.1_LINC02187	0	0	0
ENSG00000261241.5_LINC02128	0	0	0
ENSG00000261637.1_LINC02127	0	0	0
ENSG00000260605.1_RP11-883G14.3	0	0	0
ENSG00000260620.1_RP11-883G14.4	0	0	0
ENSG00000261282.1_SOD1P2	0	0	0
ENSG00000103449.11_SALL1	42	0	8
ENSG00000261238.1_AC009166.5	0	0	0
ENSG00000280344.1_AC009166.7	0	0	0
ENSG00000261047.1_AC137527.2	0	0	0
ENSG00000260818.2_UNGP1	0	0	0
ENSG00000260850.1_RP11-437L7.1	0	0	0
ENSG00000224578.4_HNRNPA1P48	262	381	338
ENSG00000223168.1_RN7SKP142	0	0	0
ENSG00000260057.5_LINC01571	0	0	0
ENSG00000261190.5_C16orf97	0	0	0
ENSG00000261470.1_RP11-152O14.4	0	0	0
ENSG00000279779.1_RP11-152O14.3	0	0	0
ENSG00000260268.5_LINC00919	0	0	0
ENSG00000261749.2_LINC02180	0	0	0
ENSG00000260975.1_RP11-142G1.3	0	0	0
ENSG00000260478.1_RP11-142G1.1	0	0	0
ENSG00000260887.2_CASC22	0	0	0
ENSG00000279427.1_RP11-132F7.2	9	0	0
ENSG00000103460.16_TOX3	119	8	0
ENSG00000249231.7_CASC16	0	0	0
ENSG00000260963.1_RP11-297L17.2	0	0	0
ENSG00000260393.1_RP11-297L17.3	0	0	0
ENSG00000261261.2_RP11-297L17.4	0	0	0
ENSG00000234337.4_RP11-297L17.6	5	20	5
ENSG00000260326.1_PHBP21	0	0	1
ENSG00000260258.2_RP11-467J12.2	0	0	0
ENSG00000260939.1_RP11-467J12.3	0	0	0
ENSG00000277639.2_RP11-467J12.4	78	3	2
ENSG00000177200.16_CHD9	3805	1518	3029
ENSG00000261291.1_RP11-295M3.2	1	0	0
ENSG00000280227.1_RP11-454F8.3	0	0	0
ENSG00000261056.2_RP11-454F8.2	1	1	0
ENSG00000279589.1_RP11-454F8.4	2	1	0
ENSG00000238645.1_snoU13	0	0	0
ENSG00000202193.1_RNA5SP427	0	0	0
ENSG00000259962.1_RP11-44F14.4	0	0	0
ENSG00000260078.3_RP11-44F14.1	0	0	0
ENSG00000261804.1_RP11-44F14.2	2	0	2
ENSG00000262714.1_RP11-44F14.8	3	0	6
ENSG00000279741.1_RP11-44F14.9	2	0	0
ENSG00000280027.1_RP11-44F14.10	4	2	2
ENSG00000103479.15_RBL2	4720	6037	6038
ENSG00000252569.1_RNU6-1153P	1	0	0
ENSG00000259926.1_RP11-44F14.5	12	0	4
ENSG00000279344.1_RP11-44F14.7	39	20	54
ENSG00000279722.1_RP11-44F14.6	97	44	104
ENSG00000166971.16_AKTIP	1494	1570	1497
ENSG00000103494.12_RPGRIP1L	236	34	132
ENSG00000275191.1_RP11-36I17.2	8	0	0
ENSG00000140718.20_FTO	2709	2317	1808
ENSG00000261630.1_RP11-357N13.3	0	0	0
ENSG00000280392.1_RP11-357N13.6	2	2	5
ENSG00000260194.1_RP11-357N13.2	1	3	2
ENSG00000261049.2_RP11-357N13.1	0	2	0
ENSG00000259759.1_RP11-324D17.2	0	0	0
ENSG00000259517.2_LINC02169	3	0	0
ENSG00000177508.11_IRX3	764	42	132
ENSG00000283689.1_RP11-434E6.5	7	0	0
ENSG00000277559.1_RP11-434E6.4	68	6	11
ENSG00000261803.1_LINC02140	0	0	0
ENSG00000283304.1_LINC02183	0	0	0
ENSG00000283258.1_AC007491.1	1	0	0
ENSG00000245694.9_CRNDE	792	539	604
ENSG00000176842.14_IRX5	472	88	51
ENSG00000259711.1_CTD-3032H12.2	6	2	1
ENSG00000259725.1_CTD-3032H12.1	1	0	0
ENSG00000260147.1_MTND5P34	0	0	0
ENSG00000259283.2_RP11-26L20.3	0	0	0
ENSG00000239555.3_RN7SL841P	0	0	0
ENSG00000283423.1_RP11-26L20.5	1	0	0
ENSG00000159387.7_IRX6	1298	109	8
ENSG00000263207.2_RP11-26L20.4	3	0	0
ENSG00000240760.1_RPL31P56	0	0	0
ENSG00000087245.12_MMP2	391312	4305	27041
ENSG00000274508.1_RP11-212I21.5	2	0	0
ENSG00000260135.6_RP11-212I21.2	10	1	0
ENSG00000279030.1_RP11-212I21.3	86	10	15
ENSG00000087253.12_LPCAT2	2311	309	571
ENSG00000261997.1_RP11-212I21.4	213	33	46
ENSG00000256812.1_CAPNS2	44	9	4
ENSG00000103546.18_SLC6A2	22	2	6
ENSG00000278928.1_RP11-481F24.3	0	0	0
ENSG00000260765.2_CES1P2	1	0	0
ENSG00000228695.10_CES1P1	6	3	6
ENSG00000198848.12_CES1	164	23	260
ENSG00000159398.15_CES5A	0	0	0
ENSG00000246379.6_RP11-461O7.1	14	10	101
ENSG00000279523.1_RP11-461O7.2	0	0	0
ENSG00000260041.5_RP11-355E10.1	0	0	0
ENSG00000261013.1_CTD-2050B12.1	0	0	0
ENSG00000087258.14_GNAO1	137	88	590
ENSG00000261439.1_DKFZP434H168	0	0	1
ENSG00000265281.1_MIR3935	0	0	0
ENSG00000260198.1_RP11-441F2.2	2	0	0
ENSG00000279764.1_RP11-441F2.4	2	0	4
ENSG00000272372.1_RP11-441F2.5	3	2	6
ENSG00000159461.14_AMFR	5121	9558	4295
ENSG00000260621.1_RP11-413H22.2	0	0	0
ENSG00000167005.13_NUDT21	4351	3084	5056
ENSG00000087263.16_OGFOD1	1367	5108	1430
ENSG00000274031.1_RP11-413H22.3	5	0	7
ENSG00000125124.11_BBS2	2698	1864	1768
ENSG00000102891.3_MT4	0	0	1
ENSG00000087250.8_MT3	39	11	8
ENSG00000125148.6_MT2A	38045	18196	62815
ENSG00000260823.1_RP11-249C24.10	0	0	0
ENSG00000260549.1_MT1L	48	17	59
ENSG00000169715.14_MT1E	2293	622	6342
ENSG00000205364.3_MT1M	1733	173	2576
ENSG00000255986.6_MT1JP	16	5	99
ENSG00000205362.11_MT1A	231	32	231
ENSG00000205361.8_MT1DP	0	0	2
ENSG00000205360.6_MT1CP	0	0	0
ENSG00000169688.10_MT1B	8	5	1
ENSG00000198417.6_MT1F	102	39	272
ENSG00000125144.13_MT1G	70	46	164
ENSG00000205358.3_MT1H	1	2	18
ENSG00000275691.1_RP11-249C24.12	1	2	5
ENSG00000187193.8_MT1X	27288	49839	35911
ENSG00000261429.2_DPPA2P4	1	2	1
ENSG00000261302.5_RP11-343H19.1	0	2	4
ENSG00000102900.12_NUP93	1765	1258	1184
ENSG00000207649.3_MIR138-2	0	0	1
ENSG00000070915.9_SLC12A3	0	2	15
ENSG00000283471.1_MIR6863	0	0	0
ENSG00000243988.1_RPS24P17	0	3	6
ENSG00000051108.14_HERPUD1	6320	14199	4318
ENSG00000261270.1_RP11-325K4.3	22	19	18
ENSG00000261114.1_RP11-325K4.2	36	27	31
ENSG00000087237.10_CETP	191	63	38
ENSG00000140853.15_NLRC5	2285	566	1506
ENSG00000259922.1_RP11-322D14.1	0	0	0
ENSG00000260145.1_RP11-322D14.2	2	0	2
ENSG00000260148.1_RP11-407G23.1	1	1	1
ENSG00000140848.16_CPNE2	2149	678	1189
ENSG00000279019.1_RP11-407G23.2	120	34	57
ENSG00000279803.1_RP11-407G23.5	6	4	5
ENSG00000172775.16_FAM192A	3433	1349	3423
ENSG00000159579.13_RSPRY1	1970	774	2030
ENSG00000102931.7_ARL2BP	73	22	100
ENSG00000276663.1_RP11-407G23.7	17	3	11
ENSG00000260038.1_RP11-407G23.4	3	0	6
ENSG00000102934.9_PLLP	524	199	115
ENSG00000260965.1_RPL23AP91	0	0	0
ENSG00000271456.1_CTC-661I16.2	0	0	0
ENSG00000102962.4_CCL22	23	0	4
ENSG00000006210.6_CX3CL1	9944	3141	7671
ENSG00000102970.10_CCL17	0	0	0
ENSG00000005194.14_CIAPIN1	1559	1491	884
ENSG00000088682.13_COQ9	1161	3304	523
ENSG00000102978.12_POLR2C	3172	4658	3690
ENSG00000125170.10_DOK4	1066	76	880
ENSG00000135736.5_CCDC102A	414	66	235
ENSG00000159618.15_ADGRG5	15	10	32
ENSG00000260828.1_HMGB3P32	2	0	0
ENSG00000205336.11_ADGRG1	3610	2025	2265
ENSG00000261633.1_RP11-405F3.5	1	0	0
ENSG00000182885.16_ADGRG3	1928	16	39
ENSG00000260467.1_RP11-405F3.4	1	0	0
ENSG00000159625.14_DRC7	2	1	0
ENSG00000260438.1_RP11-405F3.2	0	0	1
ENSG00000140854.12_KATNB1	1260	493	599
ENSG00000140859.15_KIFC3	4030	456	1991
ENSG00000276166.1_CTD-2600O9.2	14	0	11
ENSG00000274816.1_MIR6772	0	0	0
ENSG00000187185.4_CTD-2600O9.1	0	2	0
ENSG00000206833.1_RNU6-20P	0	0	0
ENSG00000070729.13_CNGB1	1	1	0
ENSG00000159648.11_TEPP	2	0	4
ENSG00000166188.2_ZNF319	737	367	460
ENSG00000103005.11_USB1	1920	677	2013
ENSG00000102996.4_MMP15	219	54	79
ENSG00000207173.1_Y_RNA	0	0	0
ENSG00000261151.1_RP11-332G1.1	0	0	0
ENSG00000070761.7_CFAP20	778	118	358
ENSG00000260545.1_CTB-134F13.1	7	3	1
ENSG00000260927.1_RP11-459F6.3	11	2	11
ENSG00000070770.8_CSNK2A2	4895	3351	4293
ENSG00000260867.1_RP11-459F6.1	0	0	0
ENSG00000240863.3_RN7SL645P	0	0	0
ENSG00000103021.9_CCDC113	279	155	171
ENSG00000103023.11_PRSS54	0	0	0
ENSG00000181938.13_GINS3	96	28	37
ENSG00000212379.1_RNU6-269P	0	0	0
ENSG00000261078.1_RP11-481J2.1	0	0	0
ENSG00000252271.1_RNU6-1110P	0	0	0
ENSG00000276131.1_RP11-481J2.3	0	0	0
ENSG00000260186.5_LINC02137	2	2	3
ENSG00000103034.14_NDRG4	1371	198	848
ENSG00000200556.1_RNU6-103P	1	0	2
ENSG00000103037.11_SETD6	1069	1543	843
ENSG00000125107.17_CNOT1	5805	3511	6298
ENSG00000276259.1_RP11-481J2.4	30	18	25
ENSG00000207493.1_SNORA46	0	0	1
ENSG00000281910.1_SNORA50A	0	0	0
ENSG00000260865.1_CTA-331F8.1	0	0	0
ENSG00000103042.8_SLC38A7	1194	566	254
ENSG00000279889.1_RP11-451N19.3	0	0	0
ENSG00000125166.12_GOT2	1466	5795	834
ENSG00000245768.6_RP11-410D17.2	0	1	0
ENSG00000200424.1_RNU6-1155P	0	0	0
ENSG00000244003.3_RN7SL143P	0	0	0
ENSG00000260451.1_GEMIN8P2	0	0	0
ENSG00000242423.2_RPL12P36	0	0	0
ENSG00000261638.1_RP11-700H13.1	0	0	0
ENSG00000275808.1_Metazoa_SRP	0	0	0
ENSG00000244043.1_RPS27P27	0	0	0
ENSG00000261144.1_RP11-102D18.1	0	0	0
ENSG00000200062.1_RNU4-58P	0	0	0
ENSG00000270222.1_DUXAP11	0	0	0
ENSG00000260240.4_APOOP5	0	0	0
ENSG00000261807.2_LINC02141	0	0	0
ENSG00000261278.1_RP11-430C1.2	2	0	0
ENSG00000261590.1_RP11-457D20.1	0	0	0
ENSG00000278499.2_RP11-457D20.2	0	0	0
ENSG00000261436.5_RP11-354I13.2	0	0	0
ENSG00000261310.1_RP11-354I13.1	0	0	0
ENSG00000259844.2_GNPATP	0	0	0
ENSG00000261178.2_RP11-90K18.1	1	0	0
ENSG00000224631.4_RPS27AP16	187	186	392
ENSG00000150394.13_CDH8	9	33	2
ENSG00000260600.1_RP11-109D24.1	2	0	0
ENSG00000201289.1_RN7SKP76	0	0	0
ENSG00000260115.1_CTC-420A11.2	0	0	0
ENSG00000207441.1_RNU6-21P	0	0	0
ENSG00000280261.1_RP11-75D3.1	0	0	0
ENSG00000237901.1_AC009161.1	0	0	0
ENSG00000231589.1_AC009110.1	0	0	0
ENSG00000260332.1_RP11-50O21.1	0	0	0
ENSG00000261502.3_RP11-96H17.1	4	0	0
ENSG00000269986.1_RP11-96H17.3	0	0	0
ENSG00000261199.1_UBE2FP2	0	0	0
ENSG00000260658.5_RP11-368L12.1	1	0	0
ENSG00000241808.1_RPS15AP34	0	0	0
ENSG00000261743.1_RP11-2K6.2	0	0	0
ENSG00000279225.1_RP11-2K6.1	2	3	8
ENSG00000259864.1_RP11-370P15.1	0	0	0
ENSG00000261014.1_LINC02165	0	0	0
ENSG00000261653.1_RP11-21L1.1	0	2	0
ENSG00000260715.1_RP11-744D14.2	0	2	0
ENSG00000261028.1_AC012322.1	0	0	0
ENSG00000260668.1_RP11-744D14.1	0	0	2
ENSG00000259846.1_RP11-467L24.1	0	0	0
ENSG00000259859.1_RP11-439I14.2	2	0	0
ENSG00000260187.1_RP11-439I14.1	0	0	0
ENSG00000260068.1_RP11-439I14.3	0	0	0
ENSG00000140937.13_CDH11	9179	104	2012
ENSG00000278893.1_RP11-229O3.1	29	0	10
ENSG00000259847.1_LINC02126	2	0	1
ENSG00000260834.1_RP11-256I9.2	0	0	0
ENSG00000260364.1_RP11-256I9.3	0	0	0
ENSG00000261742.5_LINC00922	14	0	6
ENSG00000261818.1_RP11-351A20.1	0	0	0
ENSG00000260004.1_RP11-351A20.2	0	0	0
ENSG00000260695.1_RP11-513N24.1	59	0	0
ENSG00000261234.1_RP11-356O24.1	0	0	0
ENSG00000201999.1_RNA5SP428	1	0	0
ENSG00000179776.17_CDH5	9354	4865	3888
ENSG00000246898.1_LINC00920	44	2	14
ENSG00000166546.13_BEAN1	182	26	130
ENSG00000260146.1_CTD-2258A20.3	2	0	0
ENSG00000261656.5_BEAN1-AS1	50	6	55
ENSG00000166548.15_TK2	2847	507	1325
ENSG00000261519.3_RP11-403P17.4	5	0	0
ENSG00000217555.12_CKLF	373	84	173
ENSG00000277978.1_RP11-403P17.6	16	3	10
ENSG00000089505.17_CMTM1	54	19	35
ENSG00000140932.9_CMTM2	5	10	7
ENSG00000260650.1_RP11-403P17.2	0	0	1
ENSG00000140931.19_CMTM3	9896	338	1085
ENSG00000183723.12_CMTM4	589	388	747
ENSG00000135720.12_DYNC1LI2	7526	2248	7215
ENSG00000260465.1_RP11-63M22.2	702	275	639
ENSG00000260558.1_RP11-63M22.1	5	0	2
ENSG00000246777.1_RP11-61A14.4	12	3	4
ENSG00000249961.9_TERB1	8	19	25
ENSG00000159593.14_NAE1	2314	1999	1791
ENSG00000258122.1_RP11-61A14.1	0	0	0
ENSG00000168748.13_CA7	0	0	0
ENSG00000172840.6_PDP2	742	365	583
ENSG00000166589.12_CDH16	6	15	14
ENSG00000166592.11_RRAD	1202	2880	2475
ENSG00000166595.11_FAM96B	1548	3587	1854
ENSG00000172831.11_CES2	1810	740	1354
ENSG00000172828.12_CES3	163	490	42
ENSG00000172824.14_CES4A	126	874	76
ENSG00000280334.1_RP11-361L15.5	14	173	32
ENSG00000265918.2_RN7SL543P	0	2	0
ENSG00000067955.13_CBFB	2931	3595	2566
ENSG00000125149.11_C16orf70	1213	2613	613
ENSG00000237172.3_B3GNT9	767	100	293
ENSG00000102871.15_TRADD	880	234	539
ENSG00000135722.8_FBXL8	730	290	341
ENSG00000102878.16_HSF4	1916	1140	1357
ENSG00000140939.14_NOL3	1455	1957	1405
ENSG00000196123.12_KIAA0895L	706	188	1121
ENSG00000179044.15_EXOC3L1	246	79	53
ENSG00000205250.8_E2F4	2732	2002	1986
ENSG00000102890.14_ELMO3	352	104	126
ENSG00000207948.3_MIR328	0	0	0
ENSG00000280163.1_CTC-277H1.6	5	8	8
ENSG00000125122.15_LRRC29	188	26	76
ENSG00000168701.18_TMEM208	1161	433	502
ENSG00000135723.13_FHOD1	2111	6151	955
ENSG00000135740.16_SLC9A5	789	1111	888
ENSG00000196155.12_PLEKHG4	1549	134	232
ENSG00000168676.10_KCTD19	24	2	2
ENSG00000201201.1_RN7SKP118	1	0	0
ENSG00000159708.17_LRRC36	13	18	0
ENSG00000159713.10_TPPP3	368	3395	100
ENSG00000239194.1_RNU1-123P	3	0	0
ENSG00000159714.10_ZDHHC1	3028	787	975
ENSG00000176387.6_HSD11B2	2223	18	8
ENSG00000261320.1_RP11-297D21.2	10	1	0
ENSG00000159720.11_ATP6V0D1	3147	4899	1638
ENSG00000270049.2_RP11-297D21.4	43	14	28
ENSG00000159723.4_AGRP	1	0	0
ENSG00000276075.1_CTD-2012K14.8	20	47	0
ENSG00000039523.19_FAM65A	8610	3989	5957
ENSG00000261396.1_CTD-2012K14.2	1	1	4
ENSG00000261386.2_CTD-2012K14.6	11	20	44
ENSG00000280214.1_CTD-2012K14.5	20	24	14
ENSG00000259804.1_CTD-2012K14.7	5	8	9
ENSG00000102974.14_CTCF	1987	1015	1542
ENSG00000237718.2_AC009095.4	24	12	8
ENSG00000159753.13_CARMIL2	167	32	172
ENSG00000102977.13_ACD	1583	412	980
ENSG00000102981.9_PARD6A	137	93	122
ENSG00000124074.11_ENKD1	1353	270	728
ENSG00000159761.14_C16orf86	408	121	201
ENSG00000141098.12_GFOD2	1151	289	751
ENSG00000141084.10_RANBP10	2514	8675	1939
ENSG00000270165.1_RP11-167P11.2	12	7	8
ENSG00000102904.14_TSNAXIP1	35	17	40
ENSG00000102901.12_CENPT	2881	824	2710
ENSG00000168286.2_THAP11	631	583	720
ENSG00000102898.11_NUTF2	2204	1318	1998
ENSG00000262141.1_CTC-479C5.11	0	1	0
ENSG00000038358.14_EDC4	6452	3040	6453
ENSG00000188038.7_NRN1L	160	55	200
ENSG00000159792.9_PSKH1	2005	674	1531
ENSG00000141086.17_CTRL	319	64	218
ENSG00000205220.11_PSMB10	1055	351	531
ENSG00000213398.7_LCAT	1738	467	1583
ENSG00000124067.16_SLC12A4	6813	1733	6445
ENSG00000141096.4_DPEP3	37	12	4
ENSG00000167261.13_DPEP2	361	47	119
ENSG00000167264.17_DUS2	378	187	251
ENSG00000262962.1_KARSP3	0	4	0
ENSG00000263201.1_CTC-479C5.6	0	0	0
ENSG00000202336.1_RNU6-359P	0	0	0
ENSG00000182810.6_DDX28	388	671	199
ENSG00000072736.18_NFATC3	913	1070	863
ENSG00000201850.1_Y_RNA	0	0	0
ENSG00000212445.1_SNORA48	0	0	0
ENSG00000262514.1_RP11-96D1.9	0	0	0
ENSG00000240435.2_RPS12P27	1	2	3
ENSG00000260891.1_RP11-96D1.5	3	1	2
ENSG00000263276.1_RP11-96D1.10	19	15	5
ENSG00000103067.13_ESRP2	224	35	29
ENSG00000284259.1_MIR6773	0	0	0
ENSG00000261469.1_RP11-96D1.6	5	0	0
ENSG00000103066.12_PLA2G15	1974	3080	256
ENSG00000260441.5_RP11-96D1.7	2	8	0
ENSG00000103064.13_SLC7A6	2885	6209	814
ENSG00000252026.1_RNU6-1262P	1	1	0
ENSG00000103061.12_SLC7A6OS	249	133	217
ENSG00000279649.1_RP11-96D1.8	653	784	180
ENSG00000132600.16_PRMT7	1611	982	1005
ENSG00000259797.1_RP11-96D1.3	4	2	3
ENSG00000222177.1_RNU4-30P	0	0	0
ENSG00000103056.11_SMPD3	191	114	291
ENSG00000279693.1_RP11-71L14.3	5	9	5
ENSG00000274698.1_RP11-71L14.4	4	0	0
ENSG00000199263.1_Y_RNA	0	0	0
ENSG00000241334.2_RPL35AP33	0	0	0
ENSG00000184939.15_ZFP90	1699	238	897
ENSG00000201164.1_RNU4-36P	0	0	0
ENSG00000260084.1_RP11-615I2.1	2	0	2
ENSG00000275383.1_RP11-615I2.6	3	10	5
ENSG00000252040.1_snoU109	0	0	0
ENSG00000252640.1_snoU109	1	0	0
ENSG00000062038.13_CDH3	177	15	75
ENSG00000260577.2_RP11-615I2.2	3	0	3
ENSG00000260860.2_RP11-615I2.3	0	0	0
ENSG00000261395.3_HSPE1P5	1	0	0
ENSG00000039068.18_CDH1	581	59	38
ENSG00000200558.1_RNA5SP429	0	0	0
ENSG00000260798.1_RP11-354M1.2	0	0	0
ENSG00000260459.2_FTLP14	1	0	0
ENSG00000103047.7_TANGO6	499	494	405
ENSG00000199979.1_Y_RNA	0	0	0
ENSG00000275504.1_U7	0	0	0
ENSG00000260999.1_RP11-521L9.1	0	0	0
ENSG00000266801.1_RP11-521L9.2	1	1	0
ENSG00000202497.1_RNU6-898P	0	0	0
ENSG00000271129.1_RP11-123C5.5	0	0	0
ENSG00000244378.1_RPS2P45	6	0	7
ENSG00000103044.10_HAS3	107	58	126
ENSG00000168802.12_CHTF8	2950	993	1673
ENSG00000141076.17_UTP4	2579	3421	3597
ENSG00000207083.1_RNU6-22P	0	0	0
ENSG00000168807.16_SNTB2	3992	927	2634
ENSG00000200164.1_Y_RNA	1	0	0
ENSG00000265113.1_RP11-70O5.2	0	0	0
ENSG00000132612.15_VPS4A	5516	9290	4622
ENSG00000213380.14_COG8	1048	875	685
ENSG00000258429.1_PDF	326	320	206
ENSG00000132603.13_NIP7	644	367	379
ENSG00000157315.4_TMED6	44	10	22
ENSG00000132604.10_TERF2	1918	1968	2435
ENSG00000103018.16_CYB5B	1732	841	1335
ENSG00000261527.1_RP11-343C2.10	1	0	3
ENSG00000102908.20_NFAT5	4184	1021	2876
ENSG00000274093.1_RP11-140H17.2	3	0	2
ENSG00000181019.12_NQO1	120	94	117
ENSG00000262136.1_CTD-2033A16.3	1	0	0
ENSG00000141101.12_NOB1	1512	1061	1039
ENSG00000260290.2_CTD-2033A16.2	21	7	19
ENSG00000198373.12_WWP2	6176	2600	3379
ENSG00000252443.1_SNORA62	0	0	0
ENSG00000208017.3_MIR140	0	0	0
ENSG00000157322.17_CLEC18A	8	6	17
ENSG00000277003.1_RP11-419C5.3	0	0	0
ENSG00000226232.8_NPIPB14P	1540	289	1193
ENSG00000255185.5_PDXDC2P	1054	247	1144
ENSG00000239118.1_MIR1972-2	0	0	0
ENSG00000241183.1_RP11-106J23.1	0	0	0
ENSG00000090857.13_PDPR	2608	1637	2086
ENSG00000247228.2_RP11-296I10.3	1	0	0
ENSG00000157335.20_CLEC18C	2	4	1
ENSG00000261145.1_RP11-296I10.5	1	1	0
ENSG00000261556.9_SMG1P7	195	77	168
ENSG00000223496.2_EXOSC6	1393	1148	948
ENSG00000090861.15_AARS	4129	4103	2891
ENSG00000265648.2_RN7SL279P	0	0	0
ENSG00000157349.16_DDX19B	1907	1364	2058
ENSG00000261777.5_RP11-529K1.2	32	18	20
ENSG00000168872.16_DDX19A	2198	1858	2237
ENSG00000157350.12_ST3GAL2	1225	530	658
ENSG00000240043.1_RPS27P26	0	0	0
ENSG00000200153.1_RNU6-23P	0	0	0
ENSG00000157353.16_FUK	1012	454	518
ENSG00000103051.18_COG4	1526	1599	1117
ENSG00000189091.12_SF3B3	5112	4689	4191
ENSG00000221514.1_SNORD111B	0	0	0
ENSG00000221066.1_SNORD111	0	0	0
ENSG00000157368.10_IL34	293	44	151
ENSG00000132613.14_MTSS1L	2191	1046	1946
ENSG00000279569.1_RP11-394B2.1	65	21	43
ENSG00000103043.14_VAC14	1711	1557	976
ENSG00000279412.1_RP11-394B2.5	27	6	11
ENSG00000260156.1_RP11-394B2.6	2	0	0
ENSG00000214353.7_VAC14-AS1	10	3	14
ENSG00000279815.1_RP11-394B2.7	0	0	0
ENSG00000279123.1_RP11-424M24.3	3	0	2
ENSG00000262890.1_RP11-424M24.5	0	0	0
ENSG00000157423.17_HYDIN	12	2	39
ENSG00000221725.1_RNU6ATAC25P	0	1	0
ENSG00000259833.5_RP11-23E19.1	0	0	0
ENSG00000259798.1_RP11-23E19.2	0	0	0
ENSG00000180917.17_CMTR2	820	292	258
ENSG00000261260.1_CTD-2520I13.1	0	0	0
ENSG00000172137.18_CALB2	296	2	6
ENSG00000261348.1_LINC02136	1	0	0
ENSG00000262120.1_RP11-510M2.7	0	0	0
ENSG00000260734.4_RP11-510M2.4	0	0	0
ENSG00000262008.1_RP11-510M2.8	0	0	0
ENSG00000167377.17_ZNF23	1308	543	1122
ENSG00000247324.2_RP11-510M2.2	26	12	22
ENSG00000157429.15_ZNF19	225	63	166
ENSG00000260520.1_RP11-510M2.6	0	0	0
ENSG00000140835.9_CHST4	0	1	2
ENSG00000260015.1_RP11-510M2.5	0	0	0
ENSG00000252339.1_RNU6-1061P	0	0	0
ENSG00000198650.10_TAT	17	19	6
ENSG00000260886.1_TAT-AS1	0	0	0
ENSG00000260593.1_RP11-432I5.2	0	0	0
ENSG00000140832.9_MARVELD3	53	5	13
ENSG00000040199.18_PHLPP2	1331	545	1116
ENSG00000260185.1_RP11-432I5.6	1	0	0
ENSG00000199301.1_RNU6-208P	0	0	0
ENSG00000263666.1_SNORA70D	0	0	0
ENSG00000261513.1_RP11-432I5.8	12	2	0
ENSG00000260612.1_RP11-432I5.4	6	1	0
ENSG00000166747.12_AP1G1	5828	3662	6580
ENSG00000223224.1_SNORD71	2	0	0
ENSG00000283057.1_RP11-417N10.5	0	2	0
ENSG00000262140.1_RP11-417N10.3	1	1	1
ENSG00000224470.7_ATXN1L	4576	2309	5337
ENSG00000279592.1_RP11-417N10.4	0	0	0
ENSG00000102984.14_ZNF821	214	94	180
ENSG00000261765.1_RP11-498D10.3	0	0	0
ENSG00000182149.20_IST1	8887	5506	6869
ENSG00000277481.1_PKD1L3	15	4	5
ENSG00000242176.1_RPL39P31	0	0	0
ENSG00000263311.1_RP11-498D10.8	1	1	0
ENSG00000263232.2_ATP5A1P3	17	3	3
ENSG00000102967.11_DHODH	492	368	305
ENSG00000140830.8_TXNL4B	452	175	368
ENSG00000257017.8_HP	287	92	133
ENSG00000261701.6_HPR	3	2	7
ENSG00000260252.1_RP11-384M15.3	0	0	2
ENSG00000140829.11_DHX38	6550	3763	6988
ENSG00000118557.15_PMFBP1	38	4	18
ENSG00000261673.1_RP11-328J14.1	1	0	4
ENSG00000261774.1_RP11-328J14.2	0	0	0
ENSG00000261008.6_LINC01572	13	2	4
ENSG00000283564.1_U6	0	0	0
ENSG00000260664.2_AC004158.3	0	0	1
ENSG00000259768.5_RP5-991G20.1	48	14	38
ENSG00000238731.1_RNU7-90P	0	0	0
ENSG00000261764.1_KRT18P18	0	0	1
ENSG00000279206.1_RP5-991G20.6	0	0	0
ENSG00000140836.14_ZFHX3	1910	3566	5032
ENSG00000259209.3_RP5-991G20.2	6	0	12
ENSG00000251868.1_RNU7-71P	0	0	0
ENSG00000279757.1_CTD-2326C4.1	0	0	1
ENSG00000280092.1_AC002044.3	1	1	0
ENSG00000272330.1_AC002044.4	0	0	0
ENSG00000279591.1_AC002044.1	0	2	5
ENSG00000272250.1_RP11-346C20.4	13	16	59
ENSG00000271009.2_RP11-346C20.3	83	100	276
ENSG00000260880.2_HCCAT5	2	7	31
ENSG00000197445.2_C16orf47	0	0	30
ENSG00000261227.2_AC140912.1	0	0	2
ENSG00000279120.1_RP11-140I24.2	0	0	0
ENSG00000258779.6_LINC01568	0	0	0
ENSG00000258582.1_RP11-44L9.1	0	0	0
ENSG00000260687.1_RP11-44L9.2	0	0	0
ENSG00000259971.1_RP11-44L9.3	0	0	0
ENSG00000260848.1_CTD-2009A10.1	0	0	0
ENSG00000283457.1_RP11-53L24.2	0	0	0
ENSG00000259817.2_RP11-53L24.1	0	0	1
ENSG00000279420.1_RP11-42H13.1	0	0	0
